Title,Genre,Rating,Votes,Duration (Minutes)
Re Xue Ran Shao,Action,4.2,17,113
Seven Heroes Beat the Monster,Action,6.8,51,89
Reeza GTR,Action,7.4,14,91
Inanimate Insanity II: The Movie,Action,8.9,226,106
La Tamalera,Action,8.2,9,115
Zhi Bao,Action,5.7,17,100
Me and the Dragon's Daughter,Action,5.2,10,75
Dheera Bhagat Roy,Action,7.8,1100,150
Raktaksha,Action,8.5,1400,118
Bloody Escape,Action,6.1,25,100
Abnormal: Buas,Action,5.6,27,90
Ugravatara,Action,7.9,551,122
Dirty Fellow,Action,6.9,3800,119
Yentha Panichesav Chanti,Action,9.5,85,135
Jimmy's Friends,Action,7.0,10,94
Operation Star,Action,7.6,23,102
Kadakan,Action,4.0,111,128
Give Me Babies,Action,6.7,6,23
Joy Hanu Man,Action,8.9,25,143
E-mail,Action,5.4,805,119
Firework,Action,6.6,11,60
The Deal,Action,8.8,25,130
Skhvatka,Action,5.0,23,107
The SML YTP Movie 2: Dimension Trouble,Action,8.3,13,94
Bullet,Action,9.1,568,131
Seetha Kalyana Vaibhogame,Action,8.6,2000,146
Vi possiamo salvare,Action,2.7,102,89
Chhota Bheem and the Curse of Damyaan,Action,4.8,2300,145
Vey Dharuvey,Action,6.5,2300,127
The End of Hen,Action,9.7,9,67
The Kills,Action,8.8,8,70
Revenge,Action,1.6,37,127
The Domino File,Action,4.7,7,102
Kallu Compound 1995,Action,8.2,2000,140
SMB-plush presents trick or death,Action,8.8,15,120
Travesty,Action,6.4,5,78
Raja 420,Action,6.1,21,81
Passazhiry,Action,4.5,31,80
El Junior Del Patron,Action,8.2,5,92
Bad Ass Sista,Action,6.9,8,80
Nenu Keerthana,Action,9.0,2000,155
The Overseas Killer,Action,6.4,52,104
The Delegator,Action,4.2,17,96
S-99,Action,8.7,2100,119
AK47,Action,7.2,13,146
Speed Fight,Action,6.8,52,87
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,Action,7.0,9,50
Kohinoor,Action,8.1,22,119
Battling to Survive,Action,7.0,52,74
Tranquility: Ghost Stories,Action,7.6,53,88
Wilhelm Gustloff,Action,8.7,8,110
Guxim,Action,7.7,34,75
Roudhra Rupaya,Action,7.6,2000,132
The Vent,Action,8.9,14,3
Combat Code: Hunt,Action,7.4,17,76
Jiwa 8 Belas,Action,5.0,19,86
Best Cop Ever,Action,4.4,48,122
El Duro,Action,5.9,12,90
Big Brother,Action,8.2,2000,115
Bloodlust,Action,8.2,11,97
Bond of Justice: Kizuna Part I - Encounter,Action,6.1,17,92
Dhil Raja,Action,8.7,136,106
Lealtad o Morir,Action,8.2,9,87
War with the Evil,Action,6.3,52,85
Spider-Man: Dimension Rift,Action,8.4,13,127
The ShortCut,Action,7.8,1800,138
Whispers of the Imperial City,Action,6.8,53,90
Leha,Action,2.3,42,98
Daanvi,Action,1.7,7,117
Atu Nuvve Itu Nuvve,Action,7.0,11,123
The Winter Prophecy,Action,7.9,13,52
Kaveri,Action,9.1,1500,101
"La Protegida, La Película",Action,9.3,16,67
Happy Dragons,Action,4.9,9,97
Krapiva: Tsvetok smerti,Action,6.0,48,81
Klaantha,Action,6.2,518,107
Gally Gang Stars,Action,9.0,2000,157
Duelo De Capos,Action,8.2,9,83
Runnin' from Wolves,Action,7.2,10,133
Opasni shmatki,Action,5.1,18,92
Rudra: The Beginning,Action,9.4,38,135
Piri Reis: The Incredible Chart,Action,6.8,21,138
Los Hijos De Camelia y Emilio,Action,8.2,9,82
Full Clip for a Snitch,Action,3.9,18,75
Janna Endoro,Action,8.1,15,120
Sesh Bazi,Action,6.2,10,132
Kaale Angrej,Action,5.5,17,131
Isle: Alpha One,Action,8.4,7,97
Kyle and the Last Emerald,Action,5.6,17,20
Po du xing dong,Action,6.8,5,79
The Mirage,Action,8.9,10,106
Kyle and the Last Emerald 2,Action,8.4,7,15
Urban Vengeance,Action,5.2,11,79
Mahserin Üç Delisi,Action,5.9,15,78
Killer Lee,Action,1.9,9,87
No Man Standing,Action,8.6,11,93
Mandya Haida,Action,6.2,236,139
El Cartel De Teresa,Action,8.0,9,96
Las Hermanas Del Cartel,Action,8.2,5,91
Anger,Action,8.8,18,83
Jefa De Jefas,Action,8.2,9,82
Zen Fist,Action,7.2,8,45
StarGazer: The Need of the Many,Action,5.0,9,47
Bush Knife,Action,7.0,7,90
PW V: Tears of the Fallen,Action,8.2,11,60
Gadha17,Action,8.0,11,90
Bring Back the Colour,Action,5.9,7,47
Sehnsucht nach Firdaws,Action,8.5,6,103
