Title,Genre,Rating,Votes,Duration (Minutes)
Savi,Crime,6.2,35000,126
Ulajh,Crime,6.0,24000,150
Operation Raavan,Crime,8.3,1200,147
Anweshippin Kandethum,Crime,7.4,10000,142
Biggest Heist Ever,Crime,6.1,1400,85
Dead Wrong,Crime,3.8,255,104
The Lockdown,Crime,4.3,594,117
Vettaiyan,Crime,7.0,39000,163
Nice Girls,Crime,4.2,1200,92
Roadkill,Crime,3.6,672,90
The Kingdom,Crime,7.0,619,108
GTMax,Crime,5.0,1200,100
Dead Mail,Crime,6.7,279,106
Strangers,Crime,4.3,373,106
Maldoror,Crime,7.1,531,155
Serpent's Path,Crime,5.8,272,112
Mission: Cross,Crime,6.1,2500,105
Belle,Crime,6.0,21,100
How to Rob a Bank,Crime,6.6,4100,88
Jailbreak: Love on the Run,Crime,6.4,3100,88
Toofan,Crime,7.1,6100,145
The Birds Who Fear Death,Crime,9.4,69,102
Kingsmen,Crime,6.4,45,72
Anand Sreebala,Crime,6.6,2300,134
Untamed Royals,Crime,4.6,622,99
High Forces,Crime,5.8,500,119
Last Known Location,Crime,6.3,1300,110
Bermondsey Tales: Fall of the Roman Empire,Crime,4.4,174,99
They Called Him Mostly Harmless,Crime,5.9,3200,89
The Seven Sorrows of Mary,Crime,6.7,22,98
In Youth We Trust,Crime,7.8,65,132
Phir Aayi Hasseen Dillruba,Crime,5.8,6700,132
Hellhound,Crime,4.3,486,103
A Gangster's Kiss,Crime,4.9,45,81
Auron Mein Kahan Dum Tha,Crime,6.6,40000,150
The Shameless,Crime,5.6,188,114
Borderless Fog,Crime,5.2,1300,110
The Girl Who Wore Yellow Lace,Crime,5.4,8,82
Scorched Earth,Crime,6.7,502,101
Dhakshina,Crime,6.7,5200,107
Abraham Ozler,Crime,6.5,4100,143
Visfot,Crime,5.7,1100,130
She's Got No Name,Crime,7.0,45,150
Fyre Rises,Crime,6.5,321,110
Mr. Bachchan,Crime,3.6,5200,150
Peg O' My Heart,Crime,5.8,48,97
Crisis Negotiators,Crime,6.7,691,120
The Truth vs. Alex Jones,Crime,7.5,3000,121
Diddy: Summit to Plummet,Crime,2.2,198,60
Rakshana,Crime,5.6,1100,139
Baby Assassins: Nice Days,Crime,7.3,268,103
Le Mohican,Crime,7.0,138,87
Bangkok Dog,Crime,6.4,94,85
Unspoken,Crime,8.2,47,120
Sorgavaasal,Crime,6.6,1300,138
The Actor,Crime,3.3,722,128
Tillu Square,Crime,6.6,3400,137
"MoviePass, MovieCrash",Crime,6.7,2800,96
Dirty Ice Cream,Crime,4.5,116,47
Zebra,Crime,8.0,3200,164
Jersey Bred,Crime,4.7,50,92
Untold: The Murder of Air McNair,Crime,5.6,2000,57
The Kingdom,Crime,7.9,85,133
Un homme en fuite,Crime,5.4,139,106
10 Days of a Curious Man,Crime,5.8,1200,110
Plastic Guns,Crime,6.3,585,95
Nahir,Crime,4.7,1100,122
Lady Scorpions,Crime,3.6,361,101
Ballistic,Crime,2.3,161,95
(Pri)sons,Crime,5.1,250,100
Nunakuzhi,Crime,6.8,2900,125
"Hemet, or the Landlady Don't Drink Tea",Crime,4.3,85,89
Nefarious,Crime,7.0,52,85
Killer Babes,Crime,3.5,282,94
Conquer: Lahad Datu,Crime,6.7,494,120
Siren,Crime,6.4,2900,154
ChiefsAholic: A Wolf in Chiefs Clothing,Crime,6.2,365,121
Krista,Crime,5.6,44,58
The Pee Pee Poo Poo Man,Crime,8.4,15,79
Sayara,Crime,5.7,265,98
Reloaded 2,Crime,8.0,1000,45
Abudeka Is Back,Crime,5.3,28,120
Havnaa,Crime,7.3,216,110
Kahar: Kapla High Council,Crime,7.0,442,102
Bangkok Breaking: Heaven and Hell,Crime,5.8,652,146
Estômago II: O Poderoso Chef,Crime,5.8,311,131
Castillo,Crime,8.1,33,128
Bozji gnjev,Crime,7.2,58,111
9 Windows,Crime,3.6,302,82
Silvio,Crime,3.0,493,114
Murder and Cocktails,Crime,4.0,357,88
The Waterboyz,Crime,7.9,83,89
Desperado,Crime,5.9,139,100
Andhagan,Crime,6.7,1200,142
No Cap,Crime,5.8,33,108
Shakhahaari,Crime,7.5,1300,145
Drive,Crime,5.6,311,90
The Mick and the Trick,Crime,5.0,75,96
Love You to Debt,Crime,6.2,747,135
Quotation Gang Part 1,Crime,8.8,20,118
Red,Crime,4.5,93,114
Plea,Crime,7.1,22,88
Sheriff,Crime,6.9,1100,133
Suspect,Crime,4.6,77,94
Kingdom Reign,Crime,8.8,33,119
Hovering Blade,Crime,6.1,231,107
"LSD 2: Love, Sex Aur Dhokha 2",Crime,3.8,2800,119
Loverboy: Emoties Uit,Crime,6.5,417,98
Troll Factory,Crime,5.8,461,109
Wieczór kawalerski,Crime,4.8,432,85
Miséria,Crime,5.3,99,99
Prepare to Die,Crime,4.6,228,93
Chris Brown: A History of Violence,Crime,5.4,305,82
The Infallibles,Crime,4.8,745,99
Priyo Maloti,Crime,6.7,145,119
Chameleon,Crime,6.0,30,133
The Texas Cheerleader Murder Plot,Crime,5.0,289,100
Bhaje Vaayu Vegam,Crime,6.1,542,136
Dandupalayam,Crime,5.9,1300,137
Samandar,Crime,7.6,136,172
Sentimentaaal,Crime,5.8,971,135
Ghost Killer,Crime,7.2,58,105
Vares X,Crime,3.7,111,85
Amish Affair,Crime,5.5,198,86
Silence 2: The Night Owl Bar Shootout,Crime,6.2,1900,142
Below the Rim,Crime,5.0,15,89
Filthy Animals,Crime,7.4,87,96
The Worst Man in London,Crime,5.7,144,127
Saindhav,Crime,5.0,1600,138
Passages of Nexus,Crime,6.3,183,108
Hunt the Wicked,Crime,5.3,106,102
Sattam En Kaiyil,Crime,8.0,2200,124
Vina: Before 7 Days,Crime,5.4,570,100
Where Is Gilgamesh?,Crime,9.0,603,90
Matka,Crime,4.7,572,156
Vrutos,Crime,8.1,7,100
RapeD,Crime,7.0,28,105
Hustlers Take All,Crime,5.5,80,106
Remedy,Crime,4.1,260,82
Rautu Ka Raaz,Crime,6.3,1900,114
Shivam Bhaje,Crime,7.9,3000,121
Chor Dil,Crime,7.4,37,135
Bastar: The Naxal Story,Crime,6.4,3300,124
Swing Bout,Crime,8.7,173,90
"Pooja, Sir",Crime,6.4,719,115
Citizen of a Kind,Crime,6.7,769,114
Texas Twister,Crime,2.5,157,88
Kiyma: Orman Kanunlari,Crime,4.3,34,81
The Final: Attack on Wembley,Crime,6.3,2400,82
Kaulayaw,Crime,4.5,126,95
Green Bones,Crime,7.7,179,96
Sons of Rizk 3,Crime,6.7,1600,125
Tòkunbò,Crime,3.9,289,113
Remember Us,Crime,6.2,38,96
Silver Star,Crime,6.9,15,102
Case of Kondana,Crime,5.8,571,143
The Shadow,Crime,6.5,238,90
Bars,Crime,5.8,23,135
The Desperate Chase,Crime,5.5,50,110
Wannabe,Crime,4.6,124,102
The Plot,Crime,4.8,360,100
Bodiless,Crime,5.7,981,90
Breaking the Silence: The Maria Soledad Case,Crime,6.4,508,95
Dead Man,Crime,5.1,204,109
Mathu Vadalara 2,Crime,7.0,1600,139
The Unwavering Brotherhood,Crime,5.3,75,94
Kiss of the Con Queen,Crime,8.0,25,117
Poslednji strelac,Crime,5.5,249,90
Dream Team,Crime,5.2,59,91
The Star City Murders,Crime,4.1,141,79
The Moon Thieves,Crime,6.2,223,108
Hit List,Crime,5.5,309,125
Dirty Money,Crime,5.7,107,100
S.I.T,Crime,7.9,2300,110
They Turned Us Into Killers,Crime,2.8,248,86
Satyabhama,Crime,5.9,1500,132
Døde menn går på ski,Crime,5.5,188,89
The Murder of Sandra Rivett,Crime,6.3,141,90
Go for Broke,Crime,5.7,267,115
Rob N Roll,Crime,6.1,1400,98
State of Silence,Crime,6.5,108,80
Young Lion of the West,Crime,8.1,105,93
Gold Boy,Crime,6.5,122,129
Cry of Silence,Crime,6.4,66,116
Svemu dodje kraj,Crime,6.7,251,89
Kondal,Crime,5.4,761,147
Searching for Amani,Crime,8.1,24,80
The Shakedown,Crime,5.0,303,104
Suspicion,Crime,3.6,204,115
The Epidemic,Crime,5.8,69,95
Modal Nekad,Crime,7.7,84,107
Vivekam,Crime,8.2,308,104
Haunting Trophies,Crime,7.7,65,150
The Experts,Crime,6.2,259,121
Cursed in Baja,Crime,8.2,19,80
PT Sir,Crime,6.8,1700,130
Thirumbipaar,Crime,5.9,239,101
The Donor,Crime,9.0,9,23
Danger in the Dorm,Crime,5.1,149,86
Formed Police Unit,Crime,4.6,472,120
Nico,Crime,8.3,43,109
Octopus with Broken Arms,Crime,6.2,151,109
Io e te dobbiamo parlare,Crime,4.2,137,95
Best Man Dead Man,Crime,7.8,7,83
Tiger Wolf Rabbit,Crime,6.2,461,126
Common Sense,Crime,2.5,19,68
Martingale,Crime,5.4,104,103
Yalakunni,Crime,8.9,166,135
Vojna policajtov,Crime,6.5,336,150
Nastupit leto,Crime,7.9,16,94
Una ballena,Crime,6.0,47,108
Pathological: The Lies of Joran van der Sloot,Crime,6.5,342,93
La mort viendra,Crime,5.9,40,101
Piano Love,Crime,5.2,13,96
Killerwood,Crime,6.8,21,84
Chithini,Crime,6.0,551,151
Diari de la meva sextorsió,Crime,6.5,48,64
Bury Him,Crime,7.3,12,88
Routa,Crime,6.5,30,127
Kaliyugam Pattanamlo,Crime,6.7,2200,150
Gam Gam Ganesha,Crime,5.3,307,140
Holiday Hold-Up,Crime,5.6,64,89
Brattt,Crime,4.7,66,117
Nasha Jurm Aur Gangsters,Crime,7.0,2400,137
What Happens in Miami,Crime,4.3,218,90
Shu Si Yi Bo,Crime,6.6,32,91
Bheema,Crime,5.8,947,148
Hain,Crime,2.9,45,95
Protein,Crime,6.6,59,100
GATAO: Like Father Like Son,Crime,6.8,65,100
CHAAW: Chapter 3 - Christmas Time Is Here,Crime,7.9,474,72
Thankamani,Crime,4.6,229,156
Tschugger - Der Lätscht Fall,Crime,8.1,162,147
RTI,Crime,5.9,26,130
Harom Hara,Crime,7.7,3000,154
Gangs of Godavari,Crime,5.0,899,165
Nirangal Moondru,Crime,6.1,525,122
Pepe,Crime,4.9,487,126
Yevam,Crime,6.1,1500,123
Blue Christmas,Crime,5.8,19,79
Scopophobia,Crime,6.0,42,100
Gumasthan,Crime,5.8,497,145
Passagrana,Crime,6.5,123,100
Secret Home,Crime,8.3,148,117
Welcome to the Game,Crime,5.8,61,90
Pattaya Heat,Crime,5.6,219,117
Uninvited,Crime,6.7,70,93
The Heist,Crime,6.9,2000,120
Nietzsche's Umbrella,Crime,8.7,21,86
Unknown Caller,Crime,5.7,18,63
Money No Enough 3,Crime,6.0,261,138
Oru Nodi,Crime,6.7,501,128
Chacaleria,Crime,8.1,417,116
Rebel,Crime,3.2,64,100
The Good Loan Sharks,Crime,5.0,75,122
Anyone Else But Me,Crime,7.0,151,95
Blackia 2,Crime,5.9,125,132
Kunstroof,Crime,7.0,43,102
Midas,Crime,4.6,332,85
The Legend of the Vagabond Queen of Lagos,Crime,8.2,25,100
Murder in a Teacup,Crime,6.3,146,93
Vergüenza,Crime,7.0,19,103
One Last Time,Crime,7.0,15,82
Beneath the Fold,Crime,8.0,23,80
Porch Pirates,Crime,5.0,100,107
Second Life,Crime,6.9,40,105
Kokuhaku Confession,Crime,5.6,145,74
Taxali Gate,Crime,6.6,118,95
Historias invisibles,Crime,6.4,27,110
Scapegoat,Crime,7.0,22,85
Die Bloedhonde,Crime,6.3,10,97
Kurukku,Crime,6.6,529,109
Jog 101,Crime,6.5,496,107
Con Queens,Crime,5.8,18,80
Muroi Shinji: Yaburezaru Mono,Crime,7.7,7,115
Landkrimi: Steirergift,Crime,6.4,62,90
Prasanna Vadanam,Crime,6.6,530,146
The Bodyguard,Crime,6.6,27,87
Kala Ratri,Crime,6.8,15,122
Housekeeping,Crime,6.0,41,98
Lipstick on the Glass,Crime,4.6,12,116
Above the Trees,Crime,8.2,11,125
Marine Drive,Crime,9.5,49,105
Illusions for Sale: The Rise and Fall of Generation Zoe,Crime,6.2,634,107
Bigul,Crime,9.3,46,144
Accident or Conspiracy: Godhra,Crime,7.4,777,133
Telekinesis,Crime,5.9,59,106
Charlotte Link - Ohne Schuld,Crime,5.5,41,89
Liebling Kreuzberg 2.0,Crime,5.1,49,89
Game Over,Crime,5.6,18,74
Three Old Boys,Crime,4.8,97,108
Aaro,Crime,4.5,13,120
Little Jaffna,Crime,7.0,38,100
Dickweed,Crime,7.1,35,90
Meitantei Conan Bâsasu Kaitô Kiddo,Crime,6.2,151,81
Dengeler,Crime,5.9,70,123
Cafe 404,Crime,7.1,31,93
Dark Deceptions,Crime,6.4,35,82
Road to Terzetto,Crime,7.3,27,96
"Fallen Leaves, Broken Lighters",Crime,7.8,6,96
The Bottom Line,Crime,7.0,10,107
Blood and Black,Crime,8.3,1100,88
7vens Law,Crime,9.4,20,68
Maloney - Die ersten drei haarsträubenden Fälle,Crime,6.7,75,98
Whatever It Takes,Crime,8.3,14,93
Valleyheart,Crime,8.8,37,98
Blood Dried Hands,Crime,5.2,33,115
Vallavan Vaguthadhada,Crime,6.5,56,104
Los Justos,Crime,6.4,73,79
Gossip to Die For,Crime,5.3,81,94
Raja Rani,Crime,9.3,100,134
G - 21 scener från Gottsunda,Crime,7.0,179,80
Chitram Choodara,Crime,4.5,14,127
Gull Lake Vice II: The Delusion Continues,Crime,8.2,16,58
Rhino Man,Crime,8.8,41,96
Dark World,Crime,4.6,14,135
Walk the Line,Crime,5.5,92,115
Supplier Shankara,Crime,9.3,70,163
Don't Love,Crime,7.9,1500,177
Villain - Life of a Gangster,Crime,8.9,156,141
Myall Creek Day of Justice,Crime,6.4,17,78
The Victims,Crime,5.9,81,99
Shadows of Betrayal: Chronicles of Ian Blair,Crime,7.3,12,65
Untouchable,Crime,4.6,86,112
Thozhar Che Guevara,Crime,5.1,37,120
Common Creed: Trafficking,Crime,6.7,8,106
Break War,Crime,2.4,14,86
Dream Lock,Crime,8.6,21,100
Nelma Kodama: The Queen of Dirty Money,Crime,5.5,184,94
The Stix,Crime,7.1,29,123
"Bullets, Brothers and Blood",Crime,7.8,13,85
Maven,Crime,9.5,37,135
Muzhskoe slovo,Crime,6.3,459,94
Insurance Jimmy,Crime,6.9,146,110
DNA,Crime,5.2,209,156
Koresha,Crime,2.9,61,86
Hocus Focus,Crime,7.9,19,85
Pungut,Crime,6.7,11,100
Lorry Chapter-1,Crime,5.7,2400,183
Real Estate Sisters,Crime,4.8,17,84
Salvajes,Crime,5.7,57,90
Theppa Samudram,Crime,7.4,1600,133
Lesní vrah,Crime,4.2,78,78
Mirza: Part 1 - Joker,Crime,6.8,236,165
My Home Hero the Movie,Crime,6.4,5,117
Tiempo de Pagar,Crime,7.5,46,63
Opportunity,Crime,9.1,89,96
The London Underground Killer,Crime,4.7,91,91
Lipstick,Crime,6.3,27,145
Rancor,Crime,7.3,32,83
Niyathi,Crime,6.8,174,113
La Tamalera,Crime,8.2,9,115
Who Do You Trust?,Crime,3.8,39,96
Siragan,Crime,7.0,152,130
Dead Name,Crime,9.0,11,84
Paarijathaparvam,Crime,7.5,2300,133
Laandhar,Crime,4.2,95,117
Raktaksha,Crime,8.5,1400,118
Abnormal: Buas,Crime,5.6,27,90
Aranam,Crime,7.5,406,127
Crime Reel,Crime,7.5,141,111
Ugravatara,Crime,7.9,551,122
4N6,Crime,9.7,61,117
Yathabhava,Crime,8.3,28,127
The Burned Hand,Crime,8.0,12,85
Bayamariya Brammai,Crime,8.8,25,88
Jalandhara,Crime,9.2,545,110
Jimmy's Friends,Crime,7.0,10,94
Atlanta 10.02,Crime,5.5,14,45
A Frozen Rage,Crime,5.2,45,115
Angry Squad: Civil Servants & Seven Swindlers,Crime,6.4,8,120
Jama,Crime,6.3,14,71
The Deal,Crime,8.8,25,130
What Lies Within,Crime,5.3,13,90
ONENESS,Crime,8.9,12,115
Thirsty for Likes,Crime,4.0,36,46
The Real Story of January 6: Part 2 - The Long Road Home,Crime,6.2,28,90
Shina,Crime,7.5,7,98
Pink Butterfly,Crime,5.8,54,109
Kaçkin,Crime,8.0,7,104
Who Killed Angel Adams?,Crime,6.2,22,76
5D,Crime,8.8,577,129
Shades of Sapphire,Crime,7.8,9,77
Kenda,Crime,8.9,20,135
Novyy god v Beryozovke,Crime,7.1,97,94
Dai jia fa de ren,Crime,5.5,54,121
The Kills,Crime,8.8,8,70
Oppa,Crime,8.5,46,84
Abduction Chronicles,Crime,8.6,35,126
SMB-plush presents trick or death,Crime,8.8,15,120
The Dealer,Crime,8.2,11,120
El Junior Del Patron,Crime,8.2,5,92
Agontuk,Crime,5.5,19,125
Give Me a Ride,Crime,5.0,16,102
The AI Dharma Story,Crime,3.2,1100,89
Dheera Samrat,Crime,9.8,99,123
Beauty Grace Malice,Crime,7.7,43,81
AK47,Crime,7.2,13,146
A Place Under the Sun,Crime,9.2,34,110
Rangeli,Crime,9.4,93,140
Ingu Mirugangal Vaazhum Idam,Crime,6.2,14,108
Sharma & Ambani,Crime,9.1,183,104
Pinnil Oral,Crime,6.0,113,127
Mukhya Gamanika,Crime,8.7,2100,125
Jaspal,Crime,7.3,27,106
All Suspects,Crime,3.6,18,96
Sangharshana,Crime,8.2,1600,102
Grey Games,Crime,7.5,1100,121
Guxim,Crime,7.7,34,75
The Housewife and the Hustler 2: The Reckoning,Crime,6.5,44,94
Mudo Kannu,Crime,7.2,2100,100
Malam Pertobatan,Crime,6.4,9,81
Spending Some Time Together,Crime,6.9,28,146
Bond of Justice: Kizuna Part I - Encounter,Crime,6.1,17,92
Slapes,Crime,6.8,31,82
Downfall of the Crypto King (theatrical feature),Crime,6.0,26,90
Der Wien-Krimi: Blind ermittelt - Tod im Palais,Crime,6.7,29,88
Lealtad o Morir,Crime,8.2,9,87
Blitz,Crime,7.2,8,6
Vengeful,Crime,6.1,18,100
Dawgz Life,Crime,7.8,10,143
Conviction,Crime,7.0,34,97
Killcon,Crime,9.5,14,31
Namak,Crime,4.5,13,75
Uno Sir,Crime,6.4,42,106
Leha,Crime,2.3,42,98
Mun Kaupunki,Crime,6.6,22,105
Yaa Devi Sarva Bhuteshu,Crime,8.7,8,119
Randa Ramphal,Crime,8.5,8,70
Gally Gang Stars,Crime,9.0,2000,157
Duelo De Capos,Crime,8.2,9,83
Runnin' from Wolves,Crime,7.2,10,133
Los Hijos De Camelia y Emilio,Crime,8.2,9,82
Full Clip for a Snitch,Crime,3.9,18,75
Yurka,Crime,4.1,27,85
No Loose Ends,Crime,6.7,9,68
Water Mafia,Crime,9.2,11,45
Po du xing dong,Crime,6.8,5,79
A Valentine's Day,Crime,8.4,9,126
Detroit Ransom,Crime,6.4,10,76
Ata Nirjon Duporiya,Crime,8.0,10,103
So It Goes,Crime,3.3,19,77
Netru Indha Neram,Crime,5.7,136,140
El Juego Del Poder,Crime,8.0,9,95
Mina and the Radio Bandits,Crime,7.3,44,110
Little Black Submarines,Crime,6.9,57,123
El Cartel De Teresa,Crime,8.0,9,96
Las Hermanas Del Cartel,Crime,8.2,5,91
Nacida Para Vengar,Crime,8.0,9,102
Beautifully Broken People,Crime,8.7,8,75
Cageling,Crime,5.9,8,69
